PIF3/TOC1	AT1G09530/AT5G61380	N	N	AT1G02340	Yes	Direct	Unconfirmed	N/A	Unknown	N/A	N/A	27071129
FHY3	AT3G22170	FAR1	GA2OX6	AT1G02400	No	Direct	Confirmed	gibberellin 2-oxidase 6	Represson	"Ouyang;X. et al. Genome-Wide Binding Site Analysis of Far-Red Elongated Hypocotyl3 Reveals Its Novel Function in Arabidopsis Development. Plant Cell 23.7 (2011): 2514-35"	N/A	21803941
