uniprot:Q9H9S0	uniprot:O94907	geneid:79923	geneid:22943	uniprot:"NANOG"("protein name")	uniprot:"DKK1"("protein name")	psi-mi:"MI:0364"("inferred by curator")|psi-mi:"MI:0402"("chromatin immunoprecipitation assay")	-	pubmed:19148141|pubmed:29087512|pubmed:29126285|pubmed:27924024	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:2232"("molecular association")	pubmed:27924024("GTRD")|pubmed:29087512("TRRUST")|pubmed:29126285("ReMap")	-	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"("unspecified role")	psi-mi:"MI:0499"("unspecified role")	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	function:"unknown"	-	comment:"Small-scale.evidence:Yes"	-	-	2017-05-01	2020-07-22	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P37231	uniprot:P10826	geneid:5468	geneid:5915	uniprot:"PPARG"("protein name")	uniprot:"RARB"("protein name")	psi-mi:"MI:0364"("inferred by curator")|psi-mi:"MI:0402"("chromatin immunoprecipitation assay")	-	pubmed:17202159|pubmed:12839938|pubmed:29087512|pubmed:27924024	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:2232"("molecular association")	pubmed:17202159("TRED")|pubmed:27924024("GTRD")|pubmed:29087512("TRRUST")	-	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"("unspecified role")	psi-mi:"MI:0499"("unspecified role")	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	function:"activator"	-	comment:"Small-scale.evidence:Yes"	-	-	2017-05-01	2020-07-22	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P04637	uniprot:P10415	geneid:7157	geneid:596	uniprot:"TP53"("protein name")	uniprot:"BCL2"("protein name")	psi-mi:"MI:0364"("inferred by curator")|psi-mi:"MI:0402"("chromatin immunoprecipitation assay")	-	pubmed:17693666|pubmed:11313951|pubmed:21859835|pubmed:20428827|pubmed:9000137|pubmed:27924024|pubmed:19411072|pubmed:17202159|pubmed:29087512	taxid:9606("Homo sapiens")	taxid:9606("Homo sapiens")	psi-mi:"MI:2232"("molecular association")	pubmed:17202159("TRED")|pubmed:27924024("GTRD")|pubmed:29087512("TRRUST")	-	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"("unspecified role")	psi-mi:"MI:0499"("unspecified role")	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	function:"repressor"|function:"unknown"	-	comment:"Small-scale.evidence:Yes"	-	-	2017-05-01	2020-07-22	-	-	-	-	-	-	-	-	-	-	-	-	-	-
